timestamp,activity_index,rumination_level,pct_lying,pct_standing,pct_rumination,pct_walking,pct_eating,cow_id,health_status,neck_temp_c,env_temp_c,heat_index,battery_v,gps_lat,gps_long,label_estrus
2025-11-30 08:00:00,0.014890496032636277,0.009775883781349833,1.0,0.0,0.0,0.0,0.0,COW_01,Sick_Fever,40.2,10.340741737109317,51.831112605663975,4.2,43.04550833508453,-81.29949649086858,0
2025-11-30 08:01:00,0.015035526042325324,0.010119779844499062,1.0,0.0,0.0,0.0,0.0,COW_01,Sick_Fever,40.202181654642374,10.35212676171187,51.84819399585138,4.199722029186936,43.045506882661876,-81.2995016658445,0
2025-11-30 08:02:00,0.01442220018774557,0.009759010010659354,1.0,0.0,0.0,0.0,0.0,COW_01,Sick_Fever,40.20436326774919,10.36369546791377,51.86555857088152,4.199444058373871,43.04551357871219,-81.29949868996557,0
2025-11-30 08:03:00,0.014672162993878855,0.009973689622211008,1.0,0.0,0.0,0.0,0.0,COW_01,Sick_Fever,40.206544797785675,10.375447635463527,51.88320593251175,4.199166087560807,43.045518235363076,-81.29950239693044,0
2025-11-30 08:04:00,0.01508350063869758,0.009726728907755706,1.0,0.0,0.0,0.0,0.0,COW_01,Sick_Fever,40.208726203218646,10.387383040616811,51.90113567502506,4.198888116747741,43.04551856750933,-81.29949927432983,0
2025-11-30 08:05:00,0.015480975986937274,0.009842023125404076,1.0,0.0,0.0,0.0,0.0,COW_01,Sick_Fever,40.21090744251728,10.399501456140714,51.9193473852431,4.198610145934677,43.045510294635974,-81.29948771073603,0
2025-11-30 08:06:00,0.01430243716659481,0.010074620176439883,1.0,0.0,0.0,0.0,0.0,COW_01,Sick_Fever,40.21308847415394,10.41180265131807,51.9378406425395,4.198332175121612,43.04551807307464,-81.29948707516071,0
2025-11-30 08:07:00,0.014554483173488446,0.010136227244507766,1.0,0.0,0.0,0.0,0.0,COW_01,Sick_Fever,40.21526925660491,10.424286391951856,51.956615018853526,4.198054204308548,43.04551963195079,-81.29949692221716,0
2025-11-30 08:08:00,0.014704196005747898,0.009776308316784567,1.0,0.0,0.0,0.0,0.0,COW_01,Sick_Fever,40.21744974835126,10.436952440369646,51.975670078704006,4.197776233495484,43.04552316960092,-81.29948976786446,0
2025-11-30 08:09:00,0.014716155783394923,0.010113764982797905,1.0,0.0,0.0,0.0,0.0,COW_01,Sick_Fever,40.219629907879536,10.449800555428135,51.99500537920357,4.197498262682418,43.04552821748862,-81.29949593596089,0
