AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Timestamp,Classification
0.032159565012510535,-0.006293399608408458,0.8727113893891941,-0.005899312231117999,-0.00993445513254063,0.008861167049897176,2025-11-30 12:00:00,Lying
0.015468027058619648,0.014407329233861794,0.9007849656869799,-0.017766928520282253,0.032349104264076944,-0.011149289817457783,2025-11-30 12:00:10,Lying
0.00019865751750147926,0.02127757397980539,0.8996592242504289,-0.015263607470767802,-0.014570634127703513,0.008444966389614186,2025-11-30 12:00:20,Lying
-0.005566595596443238,-0.011301396987972025,0.8985844389593726,0.0020112566987839724,0.04471954764534864,-0.006033130975621556,2025-11-30 12:00:30,Lying
-0.01727850787521495,0.01909294296727956,0.884373287168724,0.04041026309758656,0.023071389388375448,0.013356165719734511,2025-11-30 12:00:40,Lying
-0.002625794155448762,0.021698205844018582,0.9008880071104683,-0.01741188231714996,0.004098152216298741,-0.013258758481340657,2025-11-30 12:00:50,Lying
0.0009771309847180498,0.036412300077782705,0.9158264291902806,0.002716061700168308,-0.0067713066534969436,-0.0162643351008707,2025-11-30 12:01:00,Lying
0.00290726380081988,-0.02409554599877431,0.9010296371645375,0.016073375598633963,0.027380822816965272,-0.00425143871782832,2025-11-30 12:01:10,Lying
0.02709666574388133,0.0003398588962492248,0.8778892338932456,-0.019425543680222705,-0.017366057892704668,0.01910458817994551,2025-11-30 12:01:20,Lying
-0.01941620828919655,-0.03110241795246189,0.9129830544142624,0.035707127383044344,-0.005796456256190019,-0.004637909240788416,2025-11-30 12:01:30,Lying
0.029072764002916897,-0.009340547946963573,0.9070947570573871,-0.013186149502697067,-0.012798222864282954,0.010733312399336243,2025-11-30 12:01:40,Lying
-0.022651569338437927,-0.02057765816822172,0.896900525332229,0.03668620377355013,-0.012122808061699932,0.03905172007062314,2025-11-30 12:01:50,Lying
0.011642497740399986,0.02558245169002972,0.885092366015517,-0.01433412248173317,0.024429254208843548,0.004414166949440103,2025-11-30 12:02:00,Lying
-0.028027004081676556,-0.00011022252209437812,0.8997247933410154,0.009847615587406851,-0.004631329337333852,-0.01561983363039324,2025-11-30 12:02:10,Lying
-0.012565943400938447,-0.023673828088157167,0.9250268364382358,0.025884611519890757,-0.02330507220432762,-0.012569202957147205,2025-11-30 12:02:20,Lying
-0.0003514621616988707,-0.007795502214484332,0.885470188332308,-0.01703480146190491,-0.014348719470027175,0.0013834005990354468,2025-11-30 12:02:30,Lying
0.003900923273210722,0.01597022402437822,0.9099327692451584,0.011061149030528605,-0.015054258240886244,-0.006554664172965625,2025-11-30 12:02:40,Lying
-0.011908613176548349,-0.004637781657632422,0.922235921057937,-0.004908412947537253,-0.003277183007574608,0.008995213037808128,2025-11-30 12:02:50,Lying
-0.025639990835045406,-0.01004555633728447,0.890921122312095,-0.0007183128404919097,0.003893202609065174,-0.02628880977968963,2025-11-30 12:03:00,Lying
-0.028386592488684453,-0.02856923158356417,0.9088894321782237,-0.008388590870365855,-0.008399510541659817,0.014488021296012706,2025-11-30 12:03:10,Lying
-0.008920364616468262,-0.007652165616310488,0.9121589471618619,-0.011604717792092887,-0.026380670012111387,0.014949963913525273,2025-11-30 12:03:20,Lying
-0.01941528602511136,-0.0009539150645348652,0.8980796990407638,0.00890750247436829,-0.02028492784596184,0.0009743092329545816,2025-11-30 12:03:30,Lying
-0.012847553001938362,0.013204098908228646,0.9061919048453111,-0.009510828300486275,0.01840789817805707,-0.01176246341503916,2025-11-30 12:03:40,Lying
0.009386322899023776,-0.017177615662329546,0.9181583612540851,-0.010162855363104389,-0.00125705094468778,-0.030301867647613803,2025-11-30 12:03:50,Lying
-0.00832231378504225,-0.023900895471784943,0.9025836490336419,0.014023098967955606,0.03207837679947394,-0.005581620028896497,2025-11-30 12:04:00,Lying
-0.014509382778736972,0.02450110342134166,0.9175583293256867,0.008571691428267973,-0.021989770661772875,-0.04413353583685539,2025-11-30 12:04:10,Lying
-0.016384164711415135,-0.0034099571234692443,0.9052455195114629,-0.013991313598282467,-0.027939739810797008,0.035406183848179895,2025-11-30 12:04:20,Lying
-0.0069419208171840096,-0.0016180233306150491,0.8863888301234609,0.03233613435908393,0.00047936344436376303,-0.0013218962203763915,2025-11-30 12:04:30,Lying
0.005963096351877299,-0.008499408729448873,0.9169522519338832,-0.0034379890003686246,0.004389504945791993,-0.010302775819319647,2025-11-30 12:04:40,Lying
-0.0017468473597996106,-0.02595382583068015,0.8996836020343643,0.01016104838711796,-0.02578154410795263,0.0006117947647474844,2025-11-30 12:04:50,Lying
0.008226097692256327,0.038313153130522734,0.8948063966427281,-0.0012555027311924873,-0.0051983679367671445,-0.004443111064222087,2025-11-30 12:05:00,Lying
0.00867070262241853,0.021177289113762855,0.928042484269251,0.02016158843456169,0.037051692193863124,0.008452227980191298,2025-11-30 12:05:10,Lying
-0.007181792822839446,0.02865942386335198,0.8874223859348449,0.0009474027935738984,-0.016458414005352143,0.02393630070927638,2025-11-30 12:05:20,Lying
0.02942137976849248,-0.04213554992066668,0.8860848431727772,0.005054873179037793,-0.010727339836771812,-0.007972786922485152,2025-11-30 12:05:30,Lying
-0.011060106816551186,-0.009646388528454017,0.9003471208500781,-0.010205932546683907,0.002665691165109365,-0.019307221471066317,2025-11-30 12:05:40,Lying
0.012694480630217842,-0.011970860130968998,0.9081873820583621,0.003939942726616492,0.0043178304589568724,-0.03539458107661644,2025-11-30 12:05:50,Lying
0.01906416265077608,-0.01613987402245457,0.8945474380879548,0.016174460253801058,-0.016913437117553578,-0.019798913901263322,2025-11-30 12:06:00,Lying
-0.02083225868986102,0.0048962441995434956,0.8936923498677857,-0.026584786298584927,0.02266336200513599,-0.012768934816186983,2025-11-30 12:06:10,Lying
-0.02587005986464921,-0.014396503361372525,0.9042009616510607,-0.03484789441038541,-0.011032732781841635,0.018995776260383703,2025-11-30 12:06:20,Lying
-0.01218667898845433,0.028253375626740507,0.9031493103162478,-0.009540700324617166,0.0325880816400987,-0.045642244041746265,2025-11-30 12:06:30,Lying
-0.04181357232446645,0.011048864102475926,0.8982568932277809,0.0015233559932652113,-0.039354189755186064,0.028312725858215166,2025-11-30 12:06:40,Lying
-0.010049339774551825,0.032444716184907844,0.8924457911017751,-0.02958013766975012,0.02540601067791305,0.030958454678282767,2025-11-30 12:06:50,Lying
-0.02913964326083373,0.012087853231773884,0.906448703148034,0.006003602775282825,0.024335776413748587,0.029249961503681896,2025-11-30 12:07:00,Lying
-0.03572309347261833,0.006605986725430617,0.8544868453552638,-0.01701835620565818,-0.04375911313951631,0.020668786154910346,2025-11-30 12:07:10,Lying
-0.017029190193614246,0.003633844522677769,0.9242987629235462,0.0005336891603586565,-0.007209500660916285,-0.0182750422461536,2025-11-30 12:07:20,Lying
0.0063598789223183625,-0.028931170475481542,0.9100013427890097,0.04162283937664215,0.01448646032986827,0.0033353778319454895,2025-11-30 12:07:30,Lying
0.008452597414565293,0.0007616157405716592,0.8671619163494796,0.014602093944228928,-0.012759795434387383,-0.01499457939239529,2025-11-30 12:07:40,Lying
0.006466323304163616,-0.011051291023043353,0.8588649138270134,-0.017318099440804532,0.004922676352970265,-0.00378064157367544,2025-11-30 12:07:50,Lying
0.025774551924732773,-0.00409972449154127,0.8932514407874943,-0.0011328446190234786,0.015681926981585638,0.004424146838897329,2025-11-30 12:08:00,Lying
-0.0007990785584481261,-0.00533337086215082,0.9183188905342755,-0.017181593774159173,0.0010878693206018352,0.000494141334736308,2025-11-30 12:08:10,Lying
-0.011318882740949297,0.0029251878472262554,0.9074825738305472,0.023174292201921905,0.022084049167605674,-0.023885868407044503,2025-11-30 12:08:20,Lying
0.02122863455166435,0.00907287290111873,0.8852394535096815,-0.011835334476677901,0.025617239846385816,0.011274891458501763,2025-11-30 12:08:30,Lying
0.01854170918136963,-0.015639497769235934,0.9287805404322718,-0.03715078854955513,0.015933555950389013,-0.02471499263983525,2025-11-30 12:08:40,Lying
0.029481332729670493,-0.02078250170831334,0.9062485636482537,0.008743029097132692,0.009586575011355472,0.004639509236368303,2025-11-30 12:08:50,Lying
0.007866634230058905,-0.018050687458788416,0.8586480598594937,-0.009727809145343309,0.005355498421375409,0.013990406911832023,2025-11-30 12:09:00,Lying
-0.02169623758392842,0.024297787260745843,0.8853390138479633,-0.013410606896584437,0.012265942397661383,-0.03596747118852452,2025-11-30 12:09:10,Lying
0.024792539583899435,-0.014537715591756125,0.9172466907945628,0.015170998233177588,-0.0073856216124321625,0.04322695737228277,2025-11-30 12:09:20,Lying
0.006136802478187068,0.00871256541777014,0.8945152415784583,-0.02379610993709133,0.01812516215699827,0.012028843651769911,2025-11-30 12:09:30,Lying
-0.019336445660388855,-0.023730161555745987,0.8679103868876662,0.0021432070232412993,-0.010044787180985974,0.012486389499252487,2025-11-30 12:09:40,Lying
0.04021299630819132,-0.03401810564215678,0.9129855201214905,0.01638769928305461,-0.01845737354510541,-0.028521648662877604,2025-11-30 12:09:50,Lying
-0.005241544884118507,-0.011982378750248523,0.8863097862609403,0.007527612514884934,-0.015276060162903862,0.01050294696545112,2025-11-30 12:10:00,Lying
-0.02273630447347875,-0.021942609394629234,0.9042034092928247,0.005908019272144286,0.05064842504263381,0.01950313862354487,2025-11-30 12:10:10,Lying
-0.02276494744174398,0.0476458181157449,0.91713658081485,-0.04194307994120266,-0.008979133270715325,0.02085998870413562,2025-11-30 12:10:20,Lying
0.004886390319050639,-0.00816998130346985,0.8833251906590565,0.04091233014714746,0.01599594029149662,-0.03176664545699928,2025-11-30 12:10:30,Lying
0.01668545306477232,-0.002518881734944288,0.9060694702427655,0.03185180119653599,-0.003547366178572157,0.021255229129875666,2025-11-30 12:10:40,Lying
-0.018998914932177743,-0.015442184072549022,0.9013668517740077,-0.005248289858488552,0.01800469325061345,0.0055876608485611046,2025-11-30 12:10:50,Lying
0.013443579432953198,0.004750363010351039,0.8921776643294781,-0.020192867751086047,0.0747005350253898,-0.008717073017188014,2025-11-30 12:11:00,Lying
-0.0066348107793508596,0.004522407520327882,0.900170661320736,0.02113958219874564,0.0008381999898025984,-0.026334189216470242,2025-11-30 12:11:10,Lying
-0.00045137385110647217,0.011605237311484105,0.9126933621189224,0.03464334099131303,0.026262874704132116,0.024385315573970598,2025-11-30 12:11:20,Lying
-0.007904491025760551,0.0018676807098352152,0.8868711410838348,0.01636983406041711,0.017867287621321722,0.005930674907653821,2025-11-30 12:11:30,Lying
0.00291575552456052,-0.007167006366344944,0.9485271562830313,-0.013155220764244302,-0.00607554673337304,-0.03854834612930438,2025-11-30 12:11:40,Lying
0.000545396626080079,0.016253796584579344,0.91326927540036,-0.038453388053622646,0.04049999035105522,0.0022218242145906606,2025-11-30 12:11:50,Lying
-0.01610210532076563,-0.005568107220320973,0.8941418713648172,0.05128160695991913,0.0014228775163475358,-0.02984770285613116,2025-11-30 12:12:00,Lying
0.007854079157868853,0.011734717018000924,0.907124769497272,-0.0008674480924794702,0.0021427242922377734,-0.00792167099118825,2025-11-30 12:12:10,Lying
0.03835375429761094,-0.012969599991147884,0.8776421320617224,-0.03282155887966072,-0.03870672703492,0.03332719099058651,2025-11-30 12:12:20,Lying
0.015149318483698625,0.00810812959602077,0.9320779171668175,0.012063257993420836,-0.02557695279118977,0.012807516652965058,2025-11-30 12:12:30,Lying
-0.012406379090098433,-0.003913848063033219,0.9196921541952036,0.03079036167794377,-0.03678352191278085,-0.003383342713954952,2025-11-30 12:12:40,Lying
0.014697833220292951,-0.02787655932287547,0.9048602031585463,0.032325592044276194,-0.019488950594945004,-0.022216521465983168,2025-11-30 12:12:50,Lying
0.026268799188191087,0.015096881833916075,0.9135392356683839,0.042018916660401175,-0.029689648319540095,0.016522988522304653,2025-11-30 12:13:00,Lying
